project,organism,file_source,project_home,project_type,n_samples
SRP010054,human,sra,data_sources/sra,data_sources,11
SRP150654,human,sra,data_sources/sra,data_sources,22
SRP102154,human,sra,data_sources/sra,data_sources,4
SRP187054,human,sra,data_sources/sra,data_sources,8
SRP182854,human,sra,data_sources/sra,data_sources,18
SRP133554,human,sra,data_sources/sra,data_sources,11
SRP032754,human,sra,data_sources/sra,data_sources,6
SRP117054,human,sra,data_sources/sra,data_sources,4
SRP178454,human,sra,data_sources/sra,data_sources,27
SRP071854,human,sra,data_sources/sra,data_sources,144
SRP035454,human,sra,data_sources/sra,data_sources,1
SRP063054,human,sra,data_sources/sra,data_sources,15
SRP091854,human,sra,data_sources/sra,data_sources,80
SRP106954,human,sra,data_sources/sra,data_sources,21
SRP070654,human,sra,data_sources/sra,data_sources,6
SRP162654,human,sra,data_sources/sra,data_sources,240
SRP173554,human,sra,data_sources/sra,data_sources,29
SRP022054,human,sra,data_sources/sra,data_sources,12
SRP120954,human,sra,data_sources/sra,data_sources,12
SRP150954,human,sra,data_sources/sra,data_sources,6
SRP166454,human,sra,data_sources/sra,data_sources,4
SRP028554,human,sra,data_sources/sra,data_sources,12
SRP168354,human,sra,data_sources/sra,data_sources,92
SRP073754,human,sra,data_sources/sra,data_sources,1
SRP131054,human,sra,data_sources/sra,data_sources,12
SRP003754,human,sra,data_sources/sra,data_sources,156
SRP113754,human,sra,data_sources/sra,data_sources,78
SRP079954,human,sra,data_sources/sra,data_sources,4
SRP185454,human,sra,data_sources/sra,data_sources,10
SRP115454,human,sra,data_sources/sra,data_sources,3
SRP076454,human,sra,data_sources/sra,data_sources,3
SRP045154,human,sra,data_sources/sra,data_sources,6
SRP182754,human,sra,data_sources/sra,data_sources,2
SRP152954,human,sra,data_sources/sra,data_sources,6
SRP103454,human,sra,data_sources/sra,data_sources,2
SRP153154,human,sra,data_sources/sra,data_sources,8
SRP179954,human,sra,data_sources/sra,data_sources,47
SRP072454,human,sra,data_sources/sra,data_sources,12
SRP184654,human,sra,data_sources/sra,data_sources,6
SRP018254,human,sra,data_sources/sra,data_sources,10
SRP081654,human,sra,data_sources/sra,data_sources,229
SRP046254,human,sra,data_sources/sra,data_sources,12
SRP064454,human,sra,data_sources/sra,data_sources,41
SRP058654,human,sra,data_sources/sra,data_sources,1
SRP104454,human,sra,data_sources/sra,data_sources,9
SRP050954,human,sra,data_sources/sra,data_sources,16
SRP168154,human,sra,data_sources/sra,data_sources,3
SRP127254,human,sra,data_sources/sra,data_sources,4
SRP090454,human,sra,data_sources/sra,data_sources,12
SRP125354,human,sra,data_sources/sra,data_sources,4
SRP044854,human,sra,data_sources/sra,data_sources,24
SRP124954,human,sra,data_sources/sra,data_sources,64
SRP066623,human,sra,data_sources/sra,data_sources,8
SRP153823,human,sra,data_sources/sra,data_sources,6
SRP099823,human,sra,data_sources/sra,data_sources,6
SRP082423,human,sra,data_sources/sra,data_sources,48
SRP148423,human,sra,data_sources/sra,data_sources,20
SRP194623,human,sra,data_sources/sra,data_sources,25
SRP150323,human,sra,data_sources/sra,data_sources,8
SRP119923,human,sra,data_sources/sra,data_sources,94
SRP147923,human,sra,data_sources/sra,data_sources,101
SRP112623,human,sra,data_sources/sra,data_sources,24
SRP078823,human,sra,data_sources/sra,data_sources,10
SRP094423,human,sra,data_sources/sra,data_sources,15
SRP098823,human,sra,data_sources/sra,data_sources,3
SRP047123,human,sra,data_sources/sra,data_sources,4
SRP079223,human,sra,data_sources/sra,data_sources,12
SRP068023,human,sra,data_sources/sra,data_sources,140
SRP150823,human,sra,data_sources/sra,data_sources,2
SRP125023,human,sra,data_sources/sra,data_sources,2
SRP158623,human,sra,data_sources/sra,data_sources,6
SRP063523,human,sra,data_sources/sra,data_sources,10
SRP110623,human,sra,data_sources/sra,data_sources,16
ERP020523,human,sra,data_sources/sra,data_sources,96
ERP002323,human,sra,data_sources/sra,data_sources,21
SRP112723,human,sra,data_sources/sra,data_sources,24
SRP070723,human,sra,data_sources/sra,data_sources,24
SRP188223,human,sra,data_sources/sra,data_sources,12
SRP095523,human,sra,data_sources/sra,data_sources,20
SRP051023,human,sra,data_sources/sra,data_sources,5
ERP107923,human,sra,data_sources/sra,data_sources,4
SRP214323,human,sra,data_sources/sra,data_sources,28
SRP181623,human,sra,data_sources/sra,data_sources,36
SRP176423,human,sra,data_sources/sra,data_sources,8
SRP049523,human,sra,data_sources/sra,data_sources,7
SRP201023,human,sra,data_sources/sra,data_sources,63
SRP001523,human,sra,data_sources/sra,data_sources,2
SRP160423,human,sra,data_sources/sra,data_sources,12
SRP156923,human,sra,data_sources/sra,data_sources,36
SRP050223,human,sra,data_sources/sra,data_sources,402
SRP126923,human,sra,data_sources/sra,data_sources,19
SRP009123,human,sra,data_sources/sra,data_sources,6
SRP149723,human,sra,data_sources/sra,data_sources,42
SRP199923,human,sra,data_sources/sra,data_sources,16
SRP136023,human,sra,data_sources/sra,data_sources,12
SRP133923,human,sra,data_sources/sra,data_sources,18
SRP047323,human,sra,data_sources/sra,data_sources,18
SRP089923,human,sra,data_sources/sra,data_sources,12
SRP063623,human,sra,data_sources/sra,data_sources,31
DRP003223,human,sra,data_sources/sra,data_sources,4
SRP045823,human,sra,data_sources/sra,data_sources,81
ERP006823,human,sra,data_sources/sra,data_sources,6
SRP126623,human,sra,data_sources/sra,data_sources,24
SRP069723,human,sra,data_sources/sra,data_sources,6
SRP062223,human,sra,data_sources/sra,data_sources,6
DRP002623,human,sra,data_sources/sra,data_sources,23
SRP131623,human,sra,data_sources/sra,data_sources,6
SRP075823,human,sra,data_sources/sra,data_sources,8
SRP153423,human,sra,data_sources/sra,data_sources,18
SRP222323,human,sra,data_sources/sra,data_sources,8
SRP162023,human,sra,data_sources/sra,data_sources,76
SRP116223,human,sra,data_sources/sra,data_sources,18
SRP018723,human,sra,data_sources/sra,data_sources,6
SRP182023,human,sra,data_sources/sra,data_sources,6
SRP119523,human,sra,data_sources/sra,data_sources,25
SRP144523,human,sra,data_sources/sra,data_sources,42
SRP062923,human,sra,data_sources/sra,data_sources,2
SRP017123,human,sra,data_sources/sra,data_sources,9
SRP190923,human,sra,data_sources/sra,data_sources,4
SRP160023,human,sra,data_sources/sra,data_sources,6
SRP087123,human,sra,data_sources/sra,data_sources,14
SRP152523,human,sra,data_sources/sra,data_sources,18
SRP073023,human,sra,data_sources/sra,data_sources,8
SRP159023,human,sra,data_sources/sra,data_sources,12
SRP135523,human,sra,data_sources/sra,data_sources,7
SRP168423,human,sra,data_sources/sra,data_sources,2
SRP072823,human,sra,data_sources/sra,data_sources,2
SRP042623,human,sra,data_sources/sra,data_sources,16
SRP093823,human,sra,data_sources/sra,data_sources,11
SRP068423,human,sra,data_sources/sra,data_sources,6
SRP166023,human,sra,data_sources/sra,data_sources,12
SRP068523,human,sra,data_sources/sra,data_sources,6
SRP144623,human,sra,data_sources/sra,data_sources,14
SRP090223,human,sra,data_sources/sra,data_sources,7
SRP081123,human,sra,data_sources/sra,data_sources,7
SRP116023,human,sra,data_sources/sra,data_sources,44
SRP162223,human,sra,data_sources/sra,data_sources,8
SRP171023,human,sra,data_sources/sra,data_sources,20
SRP049823,human,sra,data_sources/sra,data_sources,6
SRP099623,human,sra,data_sources/sra,data_sources,18
SRP093923,human,sra,data_sources/sra,data_sources,4
SRP143523,human,sra,data_sources/sra,data_sources,2
SRP221023,human,sra,data_sources/sra,data_sources,18
SRP201723,human,sra,data_sources/sra,data_sources,2
SRP062023,human,sra,data_sources/sra,data_sources,1
SRP174223,human,sra,data_sources/sra,data_sources,286
SRP093323,human,sra,data_sources/sra,data_sources,39
SRP064323,human,sra,data_sources/sra,data_sources,2
SRP154523,human,sra,data_sources/sra,data_sources,6
SRP067502,human,sra,data_sources/sra,data_sources,597
ERP108602,human,sra,data_sources/sra,data_sources,6
SRP218702,human,sra,data_sources/sra,data_sources,4
SRP092402,human,sra,data_sources/sra,data_sources,914
SRP212802,human,sra,data_sources/sra,data_sources,88
SRP119002,human,sra,data_sources/sra,data_sources,9
SRP041102,human,sra,data_sources/sra,data_sources,12
SRP098102,human,sra,data_sources/sra,data_sources,33
SRP111402,human,sra,data_sources/sra,data_sources,57
SRP062702,human,sra,data_sources/sra,data_sources,18
SRP145002,human,sra,data_sources/sra,data_sources,13
SRP132902,human,sra,data_sources/sra,data_sources,15
SRP126202,human,sra,data_sources/sra,data_sources,3
SRP194402,human,sra,data_sources/sra,data_sources,78
SRP185702,human,sra,data_sources/sra,data_sources,4
SRP131202,human,sra,data_sources/sra,data_sources,56
SRP060702,human,sra,data_sources/sra,data_sources,4
SRP099002,human,sra,data_sources/sra,data_sources,5
ERP011202,human,sra,data_sources/sra,data_sources,2
SRP063602,human,sra,data_sources/sra,data_sources,6
SRP119102,human,sra,data_sources/sra,data_sources,10
SRP158502,human,sra,data_sources/sra,data_sources,6
SRP079002,human,sra,data_sources/sra,data_sources,6
SRP136102,human,sra,data_sources/sra,data_sources,120
SRP114702,human,sra,data_sources/sra,data_sources,8
SRP132102,human,sra,data_sources/sra,data_sources,13
SRP013402,human,sra,data_sources/sra,data_sources,6
SRP131002,human,sra,data_sources/sra,data_sources,6
SRP056802,human,sra,data_sources/sra,data_sources,24
SRP071602,human,sra,data_sources/sra,data_sources,4
SRP095402,human,sra,data_sources/sra,data_sources,32
ERP107802,human,sra,data_sources/sra,data_sources,6
SRP051102,human,sra,data_sources/sra,data_sources,40
SRP109002,human,sra,data_sources/sra,data_sources,30
ERP109502,human,sra,data_sources/sra,data_sources,2
SRP071702,human,sra,data_sources/sra,data_sources,4
SRP094502,human,sra,data_sources/sra,data_sources,46
SRP038702,human,sra,data_sources/sra,data_sources,4
SRP073802,human,sra,data_sources/sra,data_sources,9
ERP004402,human,sra,data_sources/sra,data_sources,6
SRP065202,human,sra,data_sources/sra,data_sources,12
SRP151602,human,sra,data_sources/sra,data_sources,11
SRP064802,human,sra,data_sources/sra,data_sources,12
SRP170102,human,sra,data_sources/sra,data_sources,2
SRP107802,human,sra,data_sources/sra,data_sources,22
SRP040702,human,sra,data_sources/sra,data_sources,1
SRP216602,human,sra,data_sources/sra,data_sources,28
ERP104602,human,sra,data_sources/sra,data_sources,67
SRP070902,human,sra,data_sources/sra,data_sources,6
SRP112902,human,sra,data_sources/sra,data_sources,9
ERP109002,human,sra,data_sources/sra,data_sources,313
SRP080002,human,sra,data_sources/sra,data_sources,2
SRP126402,human,sra,data_sources/sra,data_sources,3
SRP075002,human,sra,data_sources/sra,data_sources,15
SRP053402,human,sra,data_sources/sra,data_sources,32
ERP110602,human,sra,data_sources/sra,data_sources,13
SRP072302,human,sra,data_sources/sra,data_sources,146
SRP125502,human,sra,data_sources/sra,data_sources,6
SRP149002,human,sra,data_sources/sra,data_sources,16
SRP136702,human,sra,data_sources/sra,data_sources,24
SRP076102,human,sra,data_sources/sra,data_sources,8
SRP185902,human,sra,data_sources/sra,data_sources,38
SRP108602,human,sra,data_sources/sra,data_sources,36
SRP217502,human,sra,data_sources/sra,data_sources,4
SRP074202,human,sra,data_sources/sra,data_sources,48
SRP033502,human,sra,data_sources/sra,data_sources,5
SRP028902,human,sra,data_sources/sra,data_sources,6
SRP212702,human,sra,data_sources/sra,data_sources,65
SRP120502,human,sra,data_sources/sra,data_sources,6
SRP194002,human,sra,data_sources/sra,data_sources,6
SRP166802,human,sra,data_sources/sra,data_sources,12
SRP073102,human,sra,data_sources/sra,data_sources,16
SRP111102,human,sra,data_sources/sra,data_sources,23
SRP076902,human,sra,data_sources/sra,data_sources,10
SRP171802,human,sra,data_sources/sra,data_sources,4
SRP109602,human,sra,data_sources/sra,data_sources,12
SRP075202,human,sra,data_sources/sra,data_sources,6
SRP222902,human,sra,data_sources/sra,data_sources,6
SRP104002,human,sra,data_sources/sra,data_sources,6
SRP094802,human,sra,data_sources/sra,data_sources,6
SRP066102,human,sra,data_sources/sra,data_sources,2
ERP104402,human,sra,data_sources/sra,data_sources,46
SRP174102,human,sra,data_sources/sra,data_sources,18
SRP165202,human,sra,data_sources/sra,data_sources,64
SRP194102,human,sra,data_sources/sra,data_sources,34
SRP042402,human,sra,data_sources/sra,data_sources,16
SRP097202,human,sra,data_sources/sra,data_sources,16
SRP142602,human,sra,data_sources/sra,data_sources,24
SRP058802,human,sra,data_sources/sra,data_sources,5
SRP062902,human,sra,data_sources/sra,data_sources,20
SRP166302,human,sra,data_sources/sra,data_sources,36
SRP017575,human,sra,data_sources/sra,data_sources,53
SRP079175,human,sra,data_sources/sra,data_sources,6
SRP124875,human,sra,data_sources/sra,data_sources,4
SRP121075,human,sra,data_sources/sra,data_sources,192
SRP153175,human,sra,data_sources/sra,data_sources,6
SRP126975,human,sra,data_sources/sra,data_sources,7
SRP110475,human,sra,data_sources/sra,data_sources,9
SRP131375,human,sra,data_sources/sra,data_sources,160
SRP157975,human,sra,data_sources/sra,data_sources,48
SRP132875,human,sra,data_sources/sra,data_sources,5
SRP176475,human,sra,data_sources/sra,data_sources,24
SRP019275,human,sra,data_sources/sra,data_sources,8
SRP130975,human,sra,data_sources/sra,data_sources,4
SRP064475,human,sra,data_sources/sra,data_sources,8
SRP049475,human,sra,data_sources/sra,data_sources,13
SRP118175,human,sra,data_sources/sra,data_sources,9
SRP055175,human,sra,data_sources/sra,data_sources,2
SRP108875,human,sra,data_sources/sra,data_sources,4
SRP100675,human,sra,data_sources/sra,data_sources,24
ERP002075,human,sra,data_sources/sra,data_sources,5
SRP063675,human,sra,data_sources/sra,data_sources,6
ERP011275,human,sra,data_sources/sra,data_sources,60
SRP034875,human,sra,data_sources/sra,data_sources,33
ERP107075,human,sra,data_sources/sra,data_sources,23
SRP090475,human,sra,data_sources/sra,data_sources,10
ERP004375,human,sra,data_sources/sra,data_sources,194
SRP089975,human,sra,data_sources/sra,data_sources,96
ERP105175,human,sra,data_sources/sra,data_sources,1
SRP125175,human,sra,data_sources/sra,data_sources,6
SRP006575,human,sra,data_sources/sra,data_sources,6
SRP040275,human,sra,data_sources/sra,data_sources,10
SRP115575,human,sra,data_sources/sra,data_sources,20
SRP091675,human,sra,data_sources/sra,data_sources,6
SRP126075,human,sra,data_sources/sra,data_sources,21
SRP082575,human,sra,data_sources/sra,data_sources,4
SRP014675,human,sra,data_sources/sra,data_sources,34
SRP091775,human,sra,data_sources/sra,data_sources,8
SRP094575,human,sra,data_sources/sra,data_sources,16
ERP108475,human,sra,data_sources/sra,data_sources,6
SRP076475,human,sra,data_sources/sra,data_sources,7
SRP006475,human,sra,data_sources/sra,data_sources,10
ERP116475,human,sra,data_sources/sra,data_sources,5
SRP106875,human,sra,data_sources/sra,data_sources,36
SRP072275,human,sra,data_sources/sra,data_sources,8
SRP107875,human,sra,data_sources/sra,data_sources,18
SRP078775,human,sra,data_sources/sra,data_sources,2
SRP091375,human,sra,data_sources/sra,data_sources,18
SRP055675,human,sra,data_sources/sra,data_sources,11
SRP135775,human,sra,data_sources/sra,data_sources,8
SRP008775,human,sra,data_sources/sra,data_sources,8
SRP093275,human,sra,data_sources/sra,data_sources,5
SRP117175,human,sra,data_sources/sra,data_sources,9
SRP118775,human,sra,data_sources/sra,data_sources,6
SRP092975,human,sra,data_sources/sra,data_sources,14
SRP073375,human,sra,data_sources/sra,data_sources,12
SRP032775,human,sra,data_sources/sra,data_sources,233
SRP180975,human,sra,data_sources/sra,data_sources,12
SRP041675,human,sra,data_sources/sra,data_sources,143
SRP076175,human,sra,data_sources/sra,data_sources,21
SRP119775,human,sra,data_sources/sra,data_sources,20
SRP037775,human,sra,data_sources/sra,data_sources,63
SRP096375,human,sra,data_sources/sra,data_sources,6
SRP200575,human,sra,data_sources/sra,data_sources,78
SRP077975,human,sra,data_sources/sra,data_sources,36
SRP041475,human,sra,data_sources/sra,data_sources,1
SRP114975,human,sra,data_sources/sra,data_sources,16
SRP030475,human,sra,data_sources/sra,data_sources,8
SRP063875,human,sra,data_sources/sra,data_sources,32
SRP058375,human,sra,data_sources/sra,data_sources,8
SRP055475,human,sra,data_sources/sra,data_sources,12
SRP131775,human,sra,data_sources/sra,data_sources,29
SRP051675,human,sra,data_sources/sra,data_sources,1
SRP222275,human,sra,data_sources/sra,data_sources,6
SRP151475,human,sra,data_sources/sra,data_sources,62
SRP162175,human,sra,data_sources/sra,data_sources,18
SRP121475,human,sra,data_sources/sra,data_sources,6
SRP189475,human,sra,data_sources/sra,data_sources,2
SRP186375,human,sra,data_sources/sra,data_sources,14
SRP068675,human,sra,data_sources/sra,data_sources,1
